"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,1047,中臺科技大學,99999Z01,通識及共同科目,D 日,,0,8,0,19 臺中市,2 技職
112,1047,中臺科技大學,99999Z03,軍訓教官,D 日,,0,4,0,19 臺中市,2 技職
112,1047,中臺科技大學,99999Z07,體育室,D 日,,0,9,0,19 臺中市,2 技職
112,1048,亞洲大學,01121001,幼兒教育學系,D 日,M 碩士,22,0,1,06 臺中市,1 一般
112,1048,亞洲大學,01121001,幼兒教育學系,D 日,B 學士,375,11,86,06 臺中市,1 一般
112,1048,亞洲大學,02112006,視覺傳達設計學系,D 日,M 碩士,7,0,7,06 臺中市,1 一般
112,1048,亞洲大學,02112006,視覺傳達設計學系,D 日,B 學士,329,8,90,06 臺中市,1 一般
112,1048,亞洲大學,02112007,數位媒體設計學系,D 日,D 博士,34,0,5,06 臺中市,1 一般
112,1048,亞洲大學,02112007,數位媒體設計學系,D 日,M 碩士,27,0,8,06 臺中市,1 一般
112,1048,亞洲大學,02112007,數位媒體設計學系,D 日,B 學士,402,9,85,06 臺中市,1 一般
112,1048,亞洲大學,02112058,創新產業博士學位學程,D 日,D 博士,7,0,1,06 臺中市,1 一般
112,1048,亞洲大學,02122004,時尚設計學系,D 日,B 學士,284,7,66,06 臺中市,1 一般
112,1048,亞洲大學,02122005,創意設計學院不分系國際設計學士班,D 日,,0,2,0,06 臺中市,1 一般
112,1048,亞洲大學,02122005,創意設計學院不分系國際設計學士班,D 日,B 學士,4,0,10,06 臺中市,1 一般
112,1048,亞洲大學,02123011,創意商品設計學系,D 日,M 碩士,15,0,3,06 臺中市,1 一般
112,1048,亞洲大學,02123011,創意商品設計學系,D 日,B 學士,279,9,95,06 臺中市,1 一般
112,1048,亞洲大學,02123011,創意商品設計學系,P 進,B 學士,60,0,12,06 臺中市,1 一般
112,1048,亞洲大學,02124012,室內設計學系,D 日,M 碩士,14,0,0,06 臺中市,1 一般
112,1048,亞洲大學,02124012,室內設計學系,D 日,B 學士,294,9,50,06 臺中市,1 一般
112,1048,亞洲大學,02311002,外國語文學系,D 日,M 碩士,21,0,10,06 臺中市,1 一般
112,1048,亞洲大學,02311002,外國語文學系,D 日,B 學士,186,9,59,06 臺中市,1 一般
112,1048,亞洲大學,03131013,心理學系,D 日,M 碩士,162,0,22,06 臺中市,1 一般
112,1048,亞洲大學,03131013,心理學系,N 職,M 碩士,31,0,0,06 臺中市,1 一般
112,1048,亞洲大學,03131013,心理學系,D 日,B 學士,514,18,105,06 臺中市,1 一般
112,1048,亞洲大學,03213014,資訊傳播學系,D 日,M 碩士,18,0,1,06 臺中市,1 一般
112,1048,亞洲大學,03213014,資訊傳播學系,D 日,B 學士,349,10,62,06 臺中市,1 一般
112,1048,亞洲大學,04111015,會計與資訊學系,D 日,M 碩士,22,0,12,06 臺中市,1 一般
112,1048,亞洲大學,04111015,會計與資訊學系,D 日,B 學士,227,9,73,06 臺中市,1 一般
112,1048,亞洲大學,04121019,財務金融學系,D 日,M 碩士,17,0,8,06 臺中市,1 一般
112,1048,亞洲大學,04121019,財務金融學系,N 職,M 碩士,26,0,11,06 臺中市,1 一般
112,1048,亞洲大學,04121019,財務金融學系,D 日,B 學士,401,11,110,06 臺中市,1 一般
112,1048,亞洲大學,04121020,國際財務金融管理學士學位學程,D 日,,0,2,0,06 臺中市,1 一般
112,1048,亞洲大學,04121020,國際財務金融管理學士學位學程,D 日,B 學士,0,0,7,06 臺中市,1 一般
112,1048,亞洲大學,04131017,經營管理學系企業經濟與策略博士班,D 日,D 博士,84,0,12,06 臺中市,1 一般
112,1048,亞洲大學,04131017,經營管理學系,D 日,M 碩士,56,0,24,06 臺中市,1 一般
112,1048,亞洲大學,04131017,經營管理學系,N 職,M 碩士,114,0,85,06 臺中市,1 一般
112,1048,亞洲大學,04131017,經營管理學系,D 日,B 學士,452,23,117,06 臺中市,1 一般
112,1048,亞洲大學,04131017,經營管理學系,P 進,B 學士,134,0,14,06 臺中市,1 一般
112,1048,亞洲大學,04131054,創新與創業管理碩士學位學程,D 日,M 碩士,0,0,1,06 臺中市,1 一般
112,1048,亞洲大學,04131055,EMBA高階經理碩士在職學位學程,N 職,M 碩士,20,2,0,06 臺中市,1 一般
112,1048,亞洲大學,04131059,智慧健康先進管理技術博士學位學程,D 日,D 博士,12,0,0,06 臺中市,1 一般
112,1048,亞洲大學,04199018,新興產業策略與發展博士學位學程,D 日,D 博士,8,0,2,06 臺中市,1 一般
112,1048,亞洲大學,04199026,管理學院進修學士學位學程,P 進,B 學士,41,2,38,06 臺中市,1 一般
112,1048,亞洲大學,04212027,財經法律學系,D 日,M 碩士,31,0,9,06 臺中市,1 一般
112,1048,亞洲大學,04212027,財經法律學系,D 日,B 學士,337,10,85,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,D 日,M 碩士,15,0,4,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,N 職,M 碩士,19,0,5,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,D 日,B 學士,400,18,79,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,P 進,B 學士,103,0,32,06 臺中市,1 一般
112,1048,亞洲大學,06111057,人工智慧博士學位學程,D 日,D 博士,18,2,0,06 臺中市,1 一般
112,1048,亞洲大學,06134033,行動商務與多媒體應用學系,D 日,M 碩士,11,0,2,06 臺中市,1 一般
112,1048,亞洲大學,06134033,行動商務與多媒體應用學系,D 日,B 學士,280,9,82,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,D 日,D 博士,16,0,5,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,D 日,M 碩士,53,0,8,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,N 職,M 碩士,20,1,11,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,D 日,B 學士,489,22,106,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,D 博士,19,0,1,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,M 碩士,13,0,2,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,N 職,M 碩士,34,0,4,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,B 學士,211,14,34,06 臺中市,1 一般
112,1048,亞洲大學,08411045,學士後獸醫學系,D 日,B 學士,177,9,37,06 臺中市,1 一般
112,1048,亞洲大學,09131046,護理學系,D 日,M 碩士,31,0,4,06 臺中市,1 一般
112,1048,亞洲大學,09131046,護理學系,N 職,M 碩士,60,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09131046,護理學系,D 日,B 學士,532,18,98,06 臺中市,1 一般
112,1048,亞洲大學,09131061,學士後護理學系,D 日,B 學士,143,7,31,06 臺中市,1 一般
112,1048,亞洲大學,09141047,視光學系,D 日,B 學士,381,9,73,06 臺中市,1 一般
112,1048,亞洲大學,09141060,醫學檢驗暨生物技術學系,D 日,M 碩士,8,0,3,06 臺中市,1 一般
112,1048,亞洲大學,09141060,醫學檢驗暨生物技術學系,D 日,B 學士,288,19,53,06 臺中市,1 一般
112,1048,亞洲大學,09151056,物理治療學系,D 日,B 學士,209,7,13,06 臺中市,1 一般
112,1048,亞洲大學,09152052,職能治療學系,D 日,B 學士,237,10,54,06 臺中市,1 一般
112,1048,亞洲大學,09153051,聽力暨語言治療學系,D 日,M 碩士,28,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09153051,聽力暨語言治療學系,D 日,B 學士,239,10,49,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,D 日,D 博士,26,0,7,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,D 日,M 碩士,43,0,8,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,N 職,M 碩士,45,0,20,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,D 日,B 學士,343,14,89,06 臺中市,1 一般
112,1048,亞洲大學,09231048,社會工作學系,D 日,M 碩士,61,0,12,06 臺中市,1 一般
112,1048,亞洲大學,09231048,社會工作學系,D 日,B 學士,398,12,94,06 臺中市,1 一般
112,1048,亞洲大學,09231048,社會工作學系,P 進,B 學士,105,0,36,06 臺中市,1 一般
112,1048,亞洲大學,10151049,休閒與遊憩管理學系,D 日,M 碩士,20,0,12,06 臺中市,1 一般
112,1048,亞洲大學,10151049,休閒與遊憩管理學系,N 職,M 碩士,58,0,36,06 臺中市,1 一般
112,1048,亞洲大學,10151049,休閒與遊憩管理學系,D 日,B 學士,309,11,87,06 臺中市,1 一般
112,1048,亞洲大學,99999Z01,通識及共同科目,D 日,,0,9,0,06 臺中市,1 一般
112,1048,亞洲大學,99999Z03,軍訓教官,D 日,,0,1,0,06 臺中市,1 一般
112,1048,亞洲大學,99999Z07,體育室,D 日,,0,4,0,06 臺中市,1 一般
112,1048,亞洲大學,99999Z08,語言中心,D 日,,0,6,0,06 臺中市,1 一般
112,1049,開南大學,02111058,電影與創意媒體學系,D 日,B 學士,157,7,27,03 桃園市,1 一般
112,1049,開南大學,02125060,形象管理學士學位學程,D 日,B 學士,2,0,0,03 桃園市,1 一般
112,1049,開南大學,02125060,形象管理進修學士學位學程,P 進,B 學士,72,2,22,03 桃園市,1 一般
112,1049,開南大學,02299065,文化創意與治理進修學士學位學程,P 進,B 學士,37,2,0,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系,D 日,M 碩士,6,0,7,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系,D 日,B 學士,161,8,31,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系,P 進,B 學士,97,1,13,03 桃園市,1 一般
112,1049,開南大學,02311008,應用日語學系,D 日,M 碩士,9,0,0,03 桃園市,1 一般
112,1049,開南大學,02311008,應用日語學系,D 日,B 學士,321,11,72,03 桃園市,1 一般
112,1049,開南大學,02311008,應用日語學系,P 進,B 學士,89,0,40,03 桃園市,1 一般
112,1049,開南大學,02311064,人文社會學院應用語言碩士班,D 日,M 碩士,23,2,0,03 桃園市,1 一般
112,1049,開南大學,02323004,應用華語學系,D 日,M 碩士,4,0,4,03 桃園市,1 一般
112,1049,開南大學,02323004,應用華語學系,D 日,B 學士,290,9,75,03 桃園市,1 一般
112,1049,開南大學,03213003,資訊傳播學系,D 日,B 學士,120,8,32,03 桃園市,1 一般
112,1049,開南大學,04111014,會計學系,D 日,B 學士,18,2,29,03 桃園市,1 一般
112,1049,開南大學,04111014,會計學系,P 進,B 學士,7,0,3,03 桃園市,1 一般
112,1049,開南大學,04121021,財務金融學系,D 日,,0,1,0,03 桃園市,1 一般
112,1049,開南大學,04121021,財務金融學系,D 日,B 學士,0,0,4,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系,D 日,M 碩士,32,0,14,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系,D 日,B 學士,176,10,36,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系,P 進,B 學士,165,2,57,03 桃園市,1 一般
112,1049,開南大學,04131017,企業與創業管理學系,D 日,B 學士,128,8,25,03 桃園市,1 一般
112,1049,開南大學,04131017,企業與創業管理學系,P 進,B 學士,133,0,15,03 桃園市,1 一般
112,1049,開南大學,04131018,商學院企業管理碩士班,D 日,M 碩士,2,0,5,03 桃園市,1 一般
112,1049,開南大學,04131031,商學院國際榮譽學士學位學程,D 日,B 學士,36,5,5,03 桃園市,1 一般
112,1049,開南大學,04131063,商學院經營管理碩士在職專班,N 職,M 碩士,56,0,55,03 桃園市,1 一般
112,1049,開南大學,04134010,人文社會學院公共管理碩士在職專班,N 職,M 碩士,48,2,24,03 桃園市,1 一般
112,1049,開南大學,04134012,公共事務管理學系,D 日,,0,3,0,03 桃園市,1 一般
112,1049,開南大學,04134012,公共事務管理學系,D 日,M 碩士,12,0,1,03 桃園市,1 一般
112,1049,開南大學,04134012,公共事務管理學系原住民族事務專班,D 日,B 學士,1,0,1,03 桃園市,1 一般
112,1049,開南大學,04134013,人文社會學院公共事務碩士班,D 日,M 碩士,15,2,1,03 桃園市,1 一般
112,1049,開南大學,04143024,行銷學系,D 日,B 學士,27,1,19,03 桃園市,1 一般
112,1049,開南大學,04199061,數位多媒體設計學系,D 日,B 學士,0,0,15,03 桃園市,1 一般
112,1049,開南大學,04199061,數位多媒體設計學系,P 進,B 學士,9,1,7,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,D 日,M 碩士,21,0,2,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,N 職,M 碩士,63,0,8,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,D 日,B 學士,217,11,95,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,P 進,B 學士,100,0,0,03 桃園市,1 一般
112,1049,開南大學,05191037,保健營養學系,D 日,B 學士,99,7,33,03 桃園市,1 一般
112,1049,開南大學,06121032,資訊管理學系,D 日,M 碩士,17,0,6,03 桃園市,1 一般
112,1049,開南大學,06121032,資訊管理學系,D 日,B 學士,126,10,44,03 桃園市,1 一般
112,1049,開南大學,06121032,資訊管理學系,P 進,B 學士,44,0,12,03 桃園市,1 一般
112,1049,開南大學,06133036,資訊學院碩士在職專班,N 職,M 碩士,37,2,14,03 桃園市,1 一般
112,1049,開南大學,09171057,健康照護管理學院健康照護技術碩士班,D 日,M 碩士,36,2,25,03 桃園市,1 一般
112,1049,開南大學,09191026,健康產業管理學系,D 日,B 學士,102,7,27,03 桃園市,1 一般
112,1049,開南大學,09199038,養生與健康行銷學系,D 日,B 學士,15,4,18,03 桃園市,1 一般
112,1049,開南大學,10131039,觀光與餐飲旅館學系,D 日,B 學士,223,10,68,03 桃園市,1 一般
112,1049,開南大學,10131039,觀光與餐飲旅館學系,P 進,B 學士,165,0,36,03 桃園市,1 一般
112,1049,開南大學,10152043,休閒事業管理學系,D 日,B 學士,95,7,25,03 桃園市,1 一般
112,1049,開南大學,10199041,觀光運輸學院碩士班,D 日,M 碩士,38,5,12,03 桃園市,1 一般
112,1049,開南大學,10199041,觀光運輸學院碩士在職專班,N 職,M 碩士,99,0,31,03 桃園市,1 一般
112,1049,開南大學,10411059,交通運輸學系,D 日,B 學士,4,0,29,03 桃園市,1 一般
112,1049,開南大學,10411062,國際物流與運輸管理學系,D 日,B 學士,134,7,32,03 桃園市,1 一般
112,1049,開南大學,10411062,國際物流與運輸管理學系,P 進,B 學士,54,0,0,03 桃園市,1 一般
112,1049,開南大學,10413046,空運管理學系,D 日,B 學士,248,7,68,03 桃園市,1 一般
112,1049,開南大學,10413046,空運管理學系,P 進,B 學士,4,0,2,03 桃園市,1 一般
112,1049,開南大學,99999Z03,軍訓教官,D 日,,0,1,0,03 桃園市,1 一般
112,1050,佛光大學,02123018,產品與媒體設計學系,D 日,M 碩士,7,0,3,02 宜蘭縣,1 一般
112,1050,佛光大學,02123018,產品與媒體設計學系,D 日,B 學士,221,9,43,02 宜蘭縣,1 一般
112,1050,佛光大學,02211009,宗教學研究所,D 日,M 碩士,33,5,7,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,佛教學系,D 日,D 博士,30,0,2,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,佛教學系,D 日,M 碩士,89,0,6,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,佛教學系,D 日,B 學士,66,11,16,02 宜蘭縣,1 一般
112,1050,佛光大學,02221011,歷史學系,D 日,M 碩士,11,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02221011,歷史學系,D 日,B 學士,102,9,23,02 宜蘭縣,1 一般
112,1050,佛光大學,02299015,文化資產與創意學系,D 日,M 碩士,16,0,5,02 宜蘭縣,1 一般
112,1050,佛光大學,02299015,文化資產與創意學系,D 日,B 學士,65,3,19,02 宜蘭縣,1 一般
112,1050,佛光大學,02299038,人文學院碩士班,D 日,M 碩士,8,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02299039,創意與科技學院碩士班,D 日,M 碩士,27,2,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02299Y14,人文學院,D 日,,0,2,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02311007,外國語文學系,D 日,M 碩士,4,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02311007,外國語文學系,D 日,B 學士,125,9,26,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,D 日,D 博士,41,0,2,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,D 日,M 碩士,9,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,N 職,M 碩士,7,0,1,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,D 日,B 學士,83,11,24,02 宜蘭縣,1 一般
112,1050,佛光大學,03111020,應用經濟學系,D 日,M 碩士,22,0,7,02 宜蘭縣,1 一般
112,1050,佛光大學,03111020,應用經濟學系,N 職,M 碩士,23,0,18,02 宜蘭縣,1 一般
112,1050,佛光大學,03111020,應用經濟學系,D 日,B 學士,161,9,30,02 宜蘭縣,1 一般
112,1050,佛光大學,03131024,心理學系,D 日,M 碩士,56,0,7,02 宜蘭縣,1 一般
112,1050,佛光大學,03131024,心理學系,D 日,B 學士,167,9,44,02 宜蘭縣,1 一般
112,1050,佛光大學,03141023,未來與樂活產業學系,D 日,M 碩士,7,0,3,02 宜蘭縣,1 一般
112,1050,佛光大學,03141023,未來與樂活產業學系,D 日,B 學士,110,6,36,02 宜蘭縣,1 一般
112,1050,佛光大學,03141035,社會學暨社會工作學系,D 日,M 碩士,26,0,3,02 宜蘭縣,1 一般
112,1050,佛光大學,03141035,社會學暨社會工作學系,D 日,B 學士,158,9,45,02 宜蘭縣,1 一般
112,1050,佛光大學,03141037,樂活產業學院碩士班,D 日,M 碩士,68,2,21,02 宜蘭縣,1 一般
112,1050,佛光大學,03211028,傳播學系,D 日,M 碩士,12,0,17,02 宜蘭縣,1 一般
112,1050,佛光大學,03211028,傳播學系,D 日,B 學士,227,9,66,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系,D 日,M 碩士,25,0,4,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系,N 職,M 碩士,53,0,21,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系,D 日,B 學士,118,9,45,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系,D 日,M 碩士,21,0,6,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系,N 職,M 碩士,17,0,7,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系,D 日,B 學士,149,9,46,02 宜蘭縣,1 一般
112,1050,佛光大學,06134032,資訊應用學系,D 日,M 碩士,9,0,7,02 宜蘭縣,1 一般
112,1050,佛光大學,06134032,資訊應用學系,N 職,M 碩士,6,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,06134032,資訊應用學系,D 日,B 學士,203,10,50,02 宜蘭縣,1 一般
112,1050,佛光大學,10131036,健康與創意蔬食產業學系,D 日,B 學士,165,6,38,02 宜蘭縣,1 一般
112,1050,佛光大學,10142040,管理學院運動與健康促進管理學士學位學程,D 日,B 學士,17,2,0,02 宜蘭縣,1 一般
112,1050,佛光大學,99999Z01,通識及共同科目,D 日,,0,3,0,02 宜蘭縣,1 一般
112,1051,台南應用科技大學,02111046,漫畫系,D 日,B 四技,559,13,86,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系創新應用設計碩士班,D 日,M 碩士,15,0,5,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系創新應用設計碩士班(碩士在職專班),N 職,M 碩士,1,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系,D 日,B 四技,436,13,121,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系,N 修,B 四技,55,0,7,11 臺南市,2 技職
112,1051,台南應用科技大學,02112013,多媒體動畫系,D 日,B 四技,506,13,102,11 臺南市,2 技職
112,1051,台南應用科技大學,02122010,時尚設計系,D 日,B 四技,186,8,67,11 臺南市,2 技職
112,1051,台南應用科技大學,02122010,時尚設計系,N 修,B 四技,0,0,2,11 臺南市,2 技職
112,1051,台南應用科技大學,02123014,商品設計系,D 日,B 四技,358,10,127,11 臺南市,2 技職
112,1051,台南應用科技大學,02123014,商品設計系,N 修,B 四技,31,0,10,11 臺南市,2 技職
112,1051,台南應用科技大學,02124015,室內設計系碩士班,D 日,M 碩士,10,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02124015,室內設計系,D 日,B 四技,500,16,90,11 臺南市,2 技職
112,1051,台南應用科技大學,02124015,室內設計系,N 修,B 四技,100,0,18,11 臺南市,2 技職
112,1051,台南應用科技大學,02125042,服飾設計管理系,D 日,B 四技,329,12,99,11 臺南市,2 技職
112,1051,台南應用科技大學,02125042,服飾設計管理系,N 修,B 四技,19,0,11,11 臺南市,2 技職
112,1051,台南應用科技大學,02131001,美術系碩士班,D 日,M 碩士,43,0,3,11 臺南市,2 技職
112,1051,台南應用科技大學,02131001,美術系碩士在職專班,N 職,M 碩士,14,0,1,11 臺南市,2 技職
112,1051,台南應用科技大學,02131001,美術系,D 日,B 四技,356,27,120,11 臺南市,2 技職
112,1051,台南應用科技大學,02131001,美術系,N 修,B 四技,47,0,13,11 臺南市,2 技職
112,1051,台南應用科技大學,02131001,美術系,D 日,C 二技,182,0,80,11 臺南市,2 技職
112,1051,台南應用科技大學,02131001,美術系（七年一貫制）,D 日,5 五專,453,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02151003,音樂系碩士班,D 日,M 碩士,11,0,2,11 臺南市,2 技職
112,1051,台南應用科技大學,02151003,音樂系碩士在職專班,N 職,M 碩士,22,0,3,11 臺南市,2 技職
112,1051,台南應用科技大學,02151003,音樂系,D 日,C 二技,93,20,54,11 臺南市,2 技職
112,1051,台南應用科技大學,02151003,音樂系（七年一貫制）,D 日,5 五專,220,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02151004,流行音樂系,D 日,B 四技,198,8,35,11 臺南市,2 技職
112,1051,台南應用科技大學,02152005,舞蹈系,D 日,B 四技,66,10,16,11 臺南市,2 技職
112,1051,台南應用科技大學,02152005,舞蹈系,D 日,C 二技,71,0,34,11 臺南市,2 技職
112,1051,台南應用科技大學,02152005,舞蹈系（七年一貫制）,D 日,5 五專,178,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02311009,應用英語系,D 日,B 四技,166,11,63,11 臺南市,2 技職
112,1051,台南應用科技大學,02311009,應用英語系,N 修,B 四技,65,0,12,11 臺南市,2 技職
112,1051,台南應用科技大學,02311009,應用英語系,N 修,C 二技,0,0,1,11 臺南市,2 技職
112,1051,台南應用科技大學,04111018,會計資訊系,D 日,B 四技,0,0,14,11 臺南市,2 技職
112,1051,台南應用科技大學,04121025,財務金融系,D 日,B 四技,136,8,51,11 臺南市,2 技職
112,1051,台南應用科技大學,04131021,企業管理系,D 日,B 四技,247,11,64,11 臺南市,2 技職
112,1051,台南應用科技大學,04131021,企業管理系,N 修,B 四技,141,0,44,11 臺南市,2 技職
112,1051,台南應用科技大學,04141023,國際企業經營系碩士班,D 日,M 碩士,10,0,5,11 臺南市,2 技職
112,1051,台南應用科技大學,04141023,國際企業經營系碩士在職專班,N 職,M 碩士,25,0,8,11 臺南市,2 技職
112,1051,台南應用科技大學,04141023,國際企業經營系,D 日,B 四技,86,9,72,11 臺南市,2 技職
112,1051,台南應用科技大學,04161047,連鎖加盟經營管理進修學士學位學程,N 修,B 四技,64,0,61,11 臺南市,2 技職
112,1051,台南應用科技大學,06131027,資訊管理系,D 日,B 四技,176,9,76,11 臺南市,2 技職
112,1051,台南應用科技大學,06131027,資訊管理系,N 修,B 四技,48,0,13,11 臺南市,2 技職
112,1051,台南應用科技大學,06131027,資訊管理系,N 修,C 二技,2,0,1,11 臺南市,2 技職
112,1051,台南應用科技大學,09221029,幼兒保育系,D 日,B 四技,271,12,65,11 臺南市,2 技職
112,1051,台南應用科技大學,09221029,幼兒保育系,N 修,B 四技,59,0,17,11 臺南市,2 技職
112,1051,台南應用科技大學,09221029,幼兒保育系,D 日,C 二技,44,0,17,11 臺南市,2 技職
112,1051,台南應用科技大學,09221029,幼兒保育系,N 修,C 二技,133,0,80,11 臺南市,2 技職
112,1051,台南應用科技大學,09231034,養生休閒管理系,N 修,B 四技,30,0,6,11 臺南市,2 技職
112,1051,台南應用科技大學,10111038,生活服務產業系生活應用科學碩士班,D 日,M 碩士,30,0,2,11 臺南市,2 技職
112,1051,台南應用科技大學,10111038,生活服務產業系生活應用科學碩士在職專班,N 職,M 碩士,41,0,8,11 臺南市,2 技職
112,1051,台南應用科技大學,10111038,生活服務產業系,D 日,B 四技,185,9,67,11 臺南市,2 技職
112,1051,台南應用科技大學,10111038,生活服務產業系,N 修,B 四技,44,0,15,11 臺南市,2 技職
112,1051,台南應用科技大學,10121044,美容造型設計系,D 日,B 四技,622,20,134,11 臺南市,2 技職
112,1051,台南應用科技大學,10121044,美容造型設計系,N 修,B 四技,414,0,160,11 臺南市,2 技職
112,1051,台南應用科技大學,10131030,旅館管理系,D 日,B 四技,333,12,125,11 臺南市,2 技職
112,1051,台南應用科技大學,10131030,旅館管理系,D 日,C 二技,4,0,8,11 臺南市,2 技職
112,1051,台南應用科技大學,10131031,餐旅管理進修學士學位學程,N 修,B 四技,33,2,19,11 臺南市,2 技職
112,1051,台南應用科技大學,10131032,餐飲系,D 日,B 四技,382,15,127,11 臺南市,2 技職
112,1051,台南應用科技大學,10131032,餐飲系,N 修,B 四技,263,0,89,11 臺南市,2 技職
112,1051,台南應用科技大學,10131032,餐飲系,D 日,C 二技,26,0,16,11 臺南市,2 技職
112,1051,台南應用科技大學,10131032,餐飲系,N 修,C 二技,0,0,1,11 臺南市,2 技職
112,1051,台南應用科技大學,10152033,運動休閒與健康管理系,D 日,B 四技,264,15,69,11 臺南市,2 技職
112,1051,台南應用科技大學,10152033,運動休閒與健康管理系,N 修,B 四技,140,0,45,11 臺南市,2 技職
112,1051,台南應用科技大學,10152034,養生休閒管理系,D 日,B 四技,117,9,34,11 臺南市,2 技職
112,1051,台南應用科技大學,99999Z05,師資培育中心,D 日,,0,5,0,11 臺南市,2 技職
112,1051,台南應用科技大學,99999Z05,師資培育中心,N 修,,0,1,0,11 臺南市,2 技職
112,1051,台南應用科技大學,99999Z99,其他(包括行政助教),D 日,,0,1,0,11 臺南市,2 技職
112,1052,遠東科技大學,02112038,數位媒體設計系,D 日,B 四技,49,5,16,11 臺南市,2 技職
112,1052,遠東科技大學,02112038,數位媒體設計系,N 修,B 四技,1,0,9,11 臺南市,2 技職
112,1052,遠東科技大學,02122004,多媒體與遊戲發展管理系,D 日,B 四技,108,5,48,11 臺南市,2 技職
112,1052,遠東科技大學,02123005,工業設計系,D 日,B 四技,3,0,17,11 臺南市,2 技職
112,1052,遠東科技大學,02123042,創新商品設計與創業管理系,D 日,B 四技,0,0,16,11 臺南市,2 技職
112,1052,遠東科技大學,02151036,流行音樂產業管理系,D 日,B 四技,41,3,31,11 臺南市,2 技職
112,1052,遠東科技大學,04131007,企業管理系,D 日,B 四技,0,0,3,11 臺南市,2 技職
112,1052,遠東科技大學,04131007,企業管理系,N 修,C 二技,207,8,100,11 臺南市,2 技職
112,1052,遠東科技大學,04131007,企業管理科,N 修,2 二專,71,0,48,11 臺南市,2 技職
