"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,1016,銘傳大學,04131100,國際學院工商管理學士學位學程泰國境外專班,D 日,B 學士,13,0,0,30 臺北市,1 一般
112,1016,銘傳大學,04133022,醫療資訊與管理學系健康產業管理碩士班,D 日,M 碩士,15,0,7,30 臺北市,1 一般
112,1016,銘傳大學,04133022,醫療資訊與管理學系,D 日,B 學士,325,10,83,30 臺北市,1 一般
112,1016,銘傳大學,04134099,公共事務與行政管理學系,D 日,M 碩士,8,0,6,30 臺北市,1 一般
112,1016,銘傳大學,04134099,公共事務與行政管理學系,N 職,M 碩士,47,0,20,30 臺北市,1 一般
112,1016,銘傳大學,04134099,公共事務與行政管理學系,D 日,B 學士,222,9,62,30 臺北市,1 一般
112,1016,銘傳大學,04141097,國際商務管理泰國境外學士學位學程,D 日,B 學士,3,0,0,30 臺北市,1 一般
112,1016,銘傳大學,04142054,諮商與工商心理學系,N 職,M 碩士,0,0,13,30 臺北市,1 一般
112,1016,銘傳大學,04143015,廣告暨策略行銷學系,D 日,B 學士,340,8,64,30 臺北市,1 一般
112,1016,銘傳大學,04199027,時尚創意管理學士學位學程,D 日,B 學士,4,2,14,30 臺北市,1 一般
112,1016,銘傳大學,04199071,高階經理碩士在職學位學程,N 職,M 碩士,14,2,8,30 臺北市,1 一般
112,1016,銘傳大學,04199089,金融科技應用學士學位學程,D 日,B 學士,167,3,38,30 臺北市,1 一般
112,1016,銘傳大學,04199094,金融科技碩士學位學程,D 日,M 碩士,27,2,5,30 臺北市,1 一般
112,1016,銘傳大學,04211039,法律學系,D 日,M 碩士,34,0,9,30 臺北市,1 一般
112,1016,銘傳大學,04211039,法律學系,N 職,M 碩士,63,0,6,30 臺北市,1 一般
112,1016,銘傳大學,04211039,法律學系,D 日,B 學士,412,12,94,30 臺北市,1 一般
112,1016,銘傳大學,04212024,財金法律學系,D 日,M 碩士,37,0,7,30 臺北市,1 一般
112,1016,銘傳大學,04212024,財金法律學系,D 日,B 學士,206,9,51,30 臺北市,1 一般
112,1016,銘傳大學,05121009,生物科技學系,D 日,M 碩士,18,0,7,30 臺北市,1 一般
112,1016,銘傳大學,05121009,生物科技學系,D 日,B 學士,365,13,79,30 臺北市,1 一般
112,1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,M 碩士,11,0,8,30 臺北市,1 一般
112,1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,B 學士,285,10,63,30 臺北市,1 一般
112,1016,銘傳大學,06131029,資訊工程學系,D 日,M 碩士,17,0,7,30 臺北市,1 一般
112,1016,銘傳大學,06131029,資訊工程學系,D 日,B 學士,476,14,96,30 臺北市,1 一般
112,1016,銘傳大學,06131045,資訊管理學系,D 日,M 碩士,17,0,14,30 臺北市,1 一般
112,1016,銘傳大學,06131045,資訊管理學系,N 職,M 碩士,9,0,4,30 臺北市,1 一般
112,1016,銘傳大學,06131045,資訊管理學系,D 日,B 學士,612,17,146,30 臺北市,1 一般
112,1016,銘傳大學,06132078,資訊傳播工程學系,D 日,M 碩士,0,0,4,30 臺北市,1 一般
112,1016,銘傳大學,06132078,資訊傳播工程學系,D 日,B 學士,0,0,85,30 臺北市,1 一般
112,1016,銘傳大學,06132101,人工智慧應用學系,D 日,M 碩士,16,0,0,30 臺北市,1 一般
112,1016,銘傳大學,06132101,人工智慧應用學系,D 日,B 學士,371,12,0,30 臺北市,1 一般
112,1016,銘傳大學,06134068,資訊科技應用學士學位學程,D 日,B 學士,6,1,11,30 臺北市,1 一般
112,1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,D 日,B 學士,80,2,0,30 臺北市,1 一般
112,1016,銘傳大學,07141025,電子工程學系,D 日,M 碩士,9,0,4,30 臺北市,1 一般
112,1016,銘傳大學,07141025,電子工程學系,D 日,B 學士,331,10,77,30 臺北市,1 一般
112,1016,銘傳大學,07141050,電腦與通訊工程學系,D 日,M 碩士,19,0,9,30 臺北市,1 一般
112,1016,銘傳大學,07141050,電腦與通訊工程學系,D 日,B 學士,355,11,76,30 臺北市,1 一般
112,1016,銘傳大學,07193043,生物醫學工程學系,D 日,B 學士,184,7,46,30 臺北市,1 一般
112,1016,銘傳大學,07311026,建築學系,D 日,M 碩士,17,0,0,30 臺北市,1 一般
112,1016,銘傳大學,07311026,建築學系,D 日,B 學士,274,9,28,30 臺北市,1 一般
112,1016,銘傳大學,07313048,都市規劃與防災學系,D 日,D 博士,3,0,0,30 臺北市,1 一般
112,1016,銘傳大學,07313048,都市規劃與防災學系,D 日,M 碩士,15,0,2,30 臺北市,1 一般
112,1016,銘傳大學,07313048,都市規劃與防災學系,N 職,M 碩士,20,0,6,30 臺北市,1 一般
112,1016,銘傳大學,07313048,都市規劃與防災學系,D 日,B 學士,156,11,45,30 臺北市,1 一般
112,1016,銘傳大學,10131044,餐旅管理學系,D 日,B 學士,393,8,103,30 臺北市,1 一般
112,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,D 日,B 學士,86,2,17,30 臺北市,1 一般
112,1016,銘傳大學,10151033,觀光事業學系,D 日,M 碩士,17,0,5,30 臺北市,1 一般
112,1016,銘傳大學,10151033,觀光事業學系,N 職,M 碩士,64,0,24,30 臺北市,1 一般
112,1016,銘傳大學,10151033,觀光事業學系,D 日,B 學士,254,9,67,30 臺北市,1 一般
112,1016,銘傳大學,10152076,休閒遊憩管理學系,D 日,B 學士,230,8,59,30 臺北市,1 一般
112,1016,銘傳大學,99999Z01,通識及共同科目,D 日,,0,9,0,30 臺北市,1 一般
112,1016,銘傳大學,99999Z05,師資培育中心,D 日,,0,5,0,30 臺北市,1 一般
112,1016,銘傳大學,99999Z07,體育室,D 日,,0,17,0,30 臺北市,1 一般
112,1016,銘傳大學,99999Z08,語言中心,D 日,,0,18,0,30 臺北市,1 一般
112,1017,實踐大學,02112012,媒體傳達設計學系,D 日,M 碩士,36,0,13,30 臺北市,1 一般
112,1017,實踐大學,02112012,媒體傳達設計學系,N 職,M 碩士,0,0,1,30 臺北市,1 一般
112,1017,實踐大學,02112012,媒體傳達設計學系,D 日,B 學士,392,11,81,30 臺北市,1 一般
112,1017,實踐大學,02112013,電腦動畫學士學位學程,D 日,B 學士,191,7,32,30 臺北市,1 一般
112,1017,實踐大學,02112039,資訊模擬與設計學系,D 日,B 學士,285,7,70,30 臺北市,1 一般
112,1017,實踐大學,02122009,時尚設計學系,D 日,B 學士,476,10,108,30 臺北市,1 一般
112,1017,實踐大學,02123014,工業產品設計學系,D 日,M 碩士,56,0,9,30 臺北市,1 一般
112,1017,實踐大學,02123014,工業產品設計學系,N 職,M 碩士,4,0,2,30 臺北市,1 一般
112,1017,實踐大學,02123014,工業產品設計學系,D 日,B 學士,242,11,60,30 臺北市,1 一般
112,1017,實踐大學,02125051,服裝設計學系,D 日,M 碩士,53,0,10,30 臺北市,1 一般
112,1017,實踐大學,02125051,服裝設計學系,N 職,M 碩士,31,0,7,30 臺北市,1 一般
112,1017,實踐大學,02125051,服裝設計學系,D 日,B 學士,535,15,126,30 臺北市,1 一般
112,1017,實踐大學,02125051,服裝設計學系,P 進,B 學士,313,0,83,30 臺北市,1 一般
112,1017,實踐大學,02125053,服飾設計與經營學系,D 日,B 學士,460,10,109,30 臺北市,1 一般
112,1017,實踐大學,02125053,服飾設計與經營學系,P 進,B 學士,20,0,17,30 臺北市,1 一般
112,1017,實踐大學,02151001,音樂學系,D 日,M 碩士,17,0,13,30 臺北市,1 一般
112,1017,實踐大學,02151001,音樂學系,D 日,B 學士,152,9,33,30 臺北市,1 一般
112,1017,實踐大學,02311004,應用外語學系英語溝通碩士班,D 日,M 碩士,0,0,1,30 臺北市,1 一般
112,1017,實踐大學,02311004,應用外語學系,D 日,B 學士,343,7,92,30 臺北市,1 一般
112,1017,實踐大學,02311004,應用外語學系,P 進,B 學士,95,0,44,30 臺北市,1 一般
112,1017,實踐大學,02311005,應用英語學系,D 日,B 學士,88,6,22,30 臺北市,1 一般
112,1017,實踐大學,02311006,應用日文學系,D 日,B 學士,324,9,83,30 臺北市,1 一般
112,1017,實踐大學,02322002,應用中文學系,D 日,B 學士,77,5,30,30 臺北市,1 一般
112,1017,實踐大學,04111019,會計學系,D 日,B 學士,324,8,102,30 臺北市,1 一般
112,1017,實踐大學,04111019,會計學系,P 進,B 學士,0,0,1,30 臺北市,1 一般
112,1017,實踐大學,04111020,會計暨稅務學系,D 日,B 學士,128,7,33,30 臺北市,1 一般
112,1017,實踐大學,04121029,財務金融學系,D 日,M 碩士,14,0,9,30 臺北市,1 一般
112,1017,實踐大學,04121029,財務金融學系,D 日,B 學士,408,11,101,30 臺北市,1 一般
112,1017,實踐大學,04121029,財務金融學系,P 進,B 學士,67,0,28,30 臺北市,1 一般
112,1017,實踐大學,04121032,金融管理學系,D 日,B 學士,197,7,57,30 臺北市,1 一般
112,1017,實踐大學,04123033,風險管理與保險學系,D 日,B 學士,376,8,71,30 臺北市,1 一般
112,1017,實踐大學,04123033,風險管理與保險學系,P 進,B 學士,1,0,1,30 臺北市,1 一般
112,1017,實踐大學,04131021,企業管理學系,D 日,M 碩士,18,0,10,30 臺北市,1 一般
112,1017,實踐大學,04131021,企業管理學系,N 職,M 碩士,18,0,11,30 臺北市,1 一般
112,1017,實踐大學,04131021,企業管理學系,D 日,B 學士,419,13,93,30 臺北市,1 一般
112,1017,實踐大學,04131021,企業管理學系,P 進,B 學士,206,0,63,30 臺北市,1 一般
112,1017,實踐大學,04131022,國際企業管理學系,D 日,B 學士,179,7,38,30 臺北市,1 一般
112,1017,實踐大學,04131023,國際企業英語碩士學位學程,D 日,M 碩士,16,0,5,30 臺北市,1 一般
112,1017,實踐大學,04131023,國際企業英語學士學位學程,D 日,B 學士,151,6,52,30 臺北市,1 一般
112,1017,實踐大學,04131056,東南亞智慧商務學士學位學程,D 日,B 學士,10,2,0,30 臺北市,1 一般
112,1017,實踐大學,04141026,國際貿易學系,D 日,B 學士,78,5,29,30 臺北市,1 一般
112,1017,實踐大學,04141028,國際經營與貿易學系,D 日,B 學士,401,7,118,30 臺北市,1 一般
112,1017,實踐大學,04141028,國際經營與貿易學系,P 進,B 學士,20,0,33,30 臺北市,1 一般
112,1017,實踐大學,04143035,行銷管理學系,D 日,B 學士,108,7,45,30 臺北市,1 一般
112,1017,實踐大學,04199036,管理學院創意產業博士班,D 日,D 博士,25,2,4,30 臺北市,1 一般
112,1017,實踐大學,04211055,法律學系,D 日,B 學士,41,5,0,30 臺北市,1 一般
112,1017,實踐大學,05191043,食品營養與保健生技學系,D 日,M 碩士,10,0,5,30 臺北市,1 一般
112,1017,實踐大學,05191043,食品營養與保健生技學系,D 日,B 學士,387,12,106,30 臺北市,1 一般
112,1017,實踐大學,05191043,食品營養與保健生技學系,N 修,C 二技,74,0,42,30 臺北市,1 一般
112,1017,實踐大學,06131037,資訊科技與管理學系,D 日,M 碩士,10,0,8,30 臺北市,1 一般
112,1017,實踐大學,06131037,資訊科技與管理學系,N 職,M 碩士,0,0,1,30 臺北市,1 一般
112,1017,實踐大學,06131037,資訊科技與管理學系,D 日,B 學士,394,9,98,30 臺北市,1 一般
112,1017,實踐大學,06131038,資訊管理學系,D 日,B 學士,104,7,28,30 臺北市,1 一般
112,1017,實踐大學,06131040,資訊科技與通訊學系,D 日,B 學士,181,7,58,30 臺北市,1 一般
112,1017,實踐大學,07311041,建築設計學系,D 日,M 碩士,23,0,4,30 臺北市,1 一般
112,1017,實踐大學,07311041,建築設計學系,D 日,B 學士,225,13,36,30 臺北市,1 一般
112,1017,實踐大學,09221045,家庭研究與兒童發展學系家庭諮商與輔導碩士班,D 日,M 碩士,50,0,13,30 臺北市,1 一般
112,1017,實踐大學,09221045,家庭研究與兒童發展學系,D 日,B 學士,229,10,51,30 臺北市,1 一般
112,1017,實踐大學,09221045,家庭研究與兒童發展學系,P 進,B 學士,123,1,37,30 臺北市,1 一般
112,1017,實踐大學,09231044,社會工作學系,D 日,M 碩士,14,0,6,30 臺北市,1 一般
112,1017,實踐大學,09231044,社會工作學系,D 日,B 學士,415,12,110,30 臺北市,1 一般
112,1017,實踐大學,09231044,社會工作學系,P 進,B 學士,95,0,33,30 臺北市,1 一般
112,1017,實踐大學,09299045,家庭研究與兒童發展學系心理分析碩士在職專班,N 職,M 碩士,54,0,6,30 臺北市,1 一般
112,1017,實踐大學,10131046,餐飲管理學系餐飲產業創新碩士班,D 日,M 碩士,12,0,8,30 臺北市,1 一般
112,1017,實踐大學,10131046,餐飲管理學系,D 日,B 學士,269,9,59,30 臺北市,1 一般
112,1017,實踐大學,10131046,餐飲管理學系,P 進,B 學士,137,0,46,30 臺北市,1 一般
112,1017,實踐大學,10131054,智慧服務管理英語學士學位學程,D 日,B 學士,107,2,0,30 臺北市,1 一般
112,1017,實踐大學,10151047,觀光管理學系,D 日,B 學士,246,8,76,30 臺北市,1 一般
112,1017,實踐大學,10151047,觀光管理學系,P 進,B 學士,30,0,3,30 臺北市,1 一般
112,1017,實踐大學,10152049,休閒產業管理學系,D 日,B 學士,170,7,32,30 臺北市,1 一般
112,1017,實踐大學,99999Z01,通識及共同科目,D 日,,0,5,0,30 臺北市,1 一般
112,1018,朝陽科技大學,02112003,視覺傳達設計系碩士班,D 日,M 碩士,25,0,6,06 臺中市,2 技職
112,1018,朝陽科技大學,02112003,視覺傳達設計系,D 日,B 四技,519,15,129,06 臺中市,2 技職
112,1018,朝陽科技大學,02112003,視覺傳達設計系,N 修,B 四技,110,0,28,06 臺中市,2 技職
112,1018,朝陽科技大學,02112003,視覺傳達設計系_香港二技專班,D 日,C 二技,8,0,8,06 臺中市,2 技職
112,1018,朝陽科技大學,02122028,建築系建築及都市設計博士班,D 日,D 博士,19,0,4,06 臺中市,2 技職
112,1018,朝陽科技大學,02123004,工業設計系碩士班,D 日,M 碩士,18,0,3,06 臺中市,2 技職
112,1018,朝陽科技大學,02123004,工業設計系,N 職,M 碩士,2,0,3,06 臺中市,2 技職
112,1018,朝陽科技大學,02123004,工業設計系,D 日,B 四技,456,17,112,06 臺中市,2 技職
112,1018,朝陽科技大學,02123004,工業設計系,N 修,B 四技,72,0,31,06 臺中市,2 技職
112,1018,朝陽科技大學,02123004,工業設計系_香港二技專班,D 日,C 二技,2,0,2,06 臺中市,2 技職
112,1018,朝陽科技大學,02311001,應用英語系碩士班,D 日,M 碩士,16,0,7,06 臺中市,2 技職
112,1018,朝陽科技大學,02311001,應用英語系,D 日,B 四技,433,13,103,06 臺中市,2 技職
112,1018,朝陽科技大學,02311001,應用英語系,N 修,B 四技,6,0,29,06 臺中市,2 技職
112,1018,朝陽科技大學,02311001,應用英語系,D 日,C 二技,0,0,1,06 臺中市,2 技職
112,1018,朝陽科技大學,03211006,傳播藝術系,D 日,B 四技,451,14,130,06 臺中市,2 技職
112,1018,朝陽科技大學,03211006,傳播藝術系,N 修,B 四技,120,0,48,06 臺中市,2 技職
112,1018,朝陽科技大學,03211006,傳播藝術系_香港二技專班,D 日,C 二技,8,0,4,06 臺中市,2 技職
112,1018,朝陽科技大學,04111007,會計系碩士班,D 日,M 碩士,12,0,11,06 臺中市,2 技職
112,1018,朝陽科技大學,04111007,會計系,D 日,B 四技,444,14,138,06 臺中市,2 技職
112,1018,朝陽科技大學,04121010,財務金融系碩士班,D 日,M 碩士,17,0,12,06 臺中市,2 技職
112,1018,朝陽科技大學,04121010,財務金融系碩士在職專班,N 職,M 碩士,14,0,10,06 臺中市,2 技職
112,1018,朝陽科技大學,04121010,財務金融系,D 日,B 四技,667,17,159,06 臺中市,2 技職
112,1018,朝陽科技大學,04123011,保險金融管理系碩士班,D 日,M 碩士,18,0,17,06 臺中市,2 技職
112,1018,朝陽科技大學,04123011,保險金融管理系碩士在職專班,N 職,M 碩士,31,0,12,06 臺中市,2 技職
112,1018,朝陽科技大學,04123011,保險金融管理系,D 日,B 四技,588,15,150,06 臺中市,2 技職
112,1018,朝陽科技大學,04131008,企業管理系台灣產業策略發展博士班,D 日,D 博士,41,0,9,06 臺中市,2 技職
112,1018,朝陽科技大學,04131008,企業管理系碩士班,D 日,M 碩士,52,0,13,06 臺中市,2 技職
112,1018,朝陽科技大學,04131008,企業管理系碩士在職專班,N 職,M 碩士,43,0,24,06 臺中市,2 技職
112,1018,朝陽科技大學,04131008,企業管理系,D 日,B 四技,717,21,152,06 臺中市,2 技職
112,1018,朝陽科技大學,04131008,企業管理系,N 修,B 四技,124,0,40,06 臺中市,2 技職
112,1018,朝陽科技大學,04132012,行銷與流通管理系碩士班,D 日,M 碩士,20,0,15,06 臺中市,2 技職
112,1018,朝陽科技大學,04132012,行銷與流通管理系,D 日,B 四技,680,15,117,06 臺中市,2 技職
112,1018,朝陽科技大學,04132012,行銷與流通管理系,N 修,B 四技,133,0,86,06 臺中市,2 技職
112,1018,朝陽科技大學,04132012,行銷與流通管理系_香港二技專班,D 日,C 二技,3,0,2,06 臺中市,2 技職
112,1018,朝陽科技大學,05121017,應用化學系生化科技博士班,D 日,D 博士,14,0,7,06 臺中市,2 技職
112,1018,朝陽科技大學,05311017,應用化學系碩士班,D 日,M 碩士,13,0,3,06 臺中市,2 技職
112,1018,朝陽科技大學,05311017,應用化學系碩士在職專班,N 職,M 碩士,7,0,3,06 臺中市,2 技職
112,1018,朝陽科技大學,05311017,應用化學系,D 日,B 四技,256,11,61,06 臺中市,2 技職
112,1018,朝陽科技大學,06111023,資訊與通訊系,D 日,B 四技,361,15,102,06 臺中市,2 技職
112,1018,朝陽科技大學,06111023,資訊與通訊系_香港二技專班,D 日,C 二技,1,0,0,06 臺中市,2 技職
112,1018,朝陽科技大學,06131019,資訊管理系博士班,D 日,D 博士,18,0,4,06 臺中市,2 技職
112,1018,朝陽科技大學,06131019,資訊管理系碩士班,D 日,M 碩士,39,0,10,06 臺中市,2 技職
112,1018,朝陽科技大學,06131019,資訊管理系碩士在職專班,N 職,M 碩士,11,0,2,06 臺中市,2 技職
112,1018,朝陽科技大學,06131019,資訊管理系,D 日,B 四技,704,24,174,06 臺中市,2 技職
112,1018,朝陽科技大學,06131019,資訊管理系,N 修,B 四技,72,1,24,06 臺中市,2 技職
112,1018,朝陽科技大學,06131019,資訊管理系_香港二技專班,D 日,C 二技,1,0,0,06 臺中市,2 技職
112,1018,朝陽科技大學,06132023,資訊與通訊系碩士班,D 日,M 碩士,50,0,18,06 臺中市,2 技職
112,1018,朝陽科技大學,07121027,環境工程與管理系碩士班,D 日,M 碩士,37,0,17,06 臺中市,2 技職
112,1018,朝陽科技大學,07121027,環境工程與管理系,N 職,M 碩士,3,0,1,06 臺中市,2 技職
112,1018,朝陽科技大學,07121027,環境工程與管理系,D 日,B 四技,349,12,90,06 臺中市,2 技職
112,1018,朝陽科技大學,07141020,資訊工程系碩士班,D 日,M 碩士,43,0,17,06 臺中市,2 技職
112,1018,朝陽科技大學,07141020,資訊工程系碩士在職專班,N 職,M 碩士,6,0,4,06 臺中市,2 技職
112,1018,朝陽科技大學,07141020,資訊工程系,D 日,B 四技,439,15,100,06 臺中市,2 技職
112,1018,朝陽科技大學,07141020,資訊工程系,N 修,B 四技,5,0,28,06 臺中市,2 技職
112,1018,朝陽科技大學,07162039,航空機械系,D 日,B 四技,335,10,27,06 臺中市,2 技職
112,1018,朝陽科技大學,07191026,工業工程與管理系碩士班,D 日,M 碩士,40,0,7,06 臺中市,2 技職
112,1018,朝陽科技大學,07191026,工業工程與管理系,N 職,M 碩士,5,0,1,06 臺中市,2 技職
112,1018,朝陽科技大學,07191026,工業工程與管理系,D 日,B 四技,498,14,88,06 臺中市,2 技職
112,1018,朝陽科技大學,07191026,工業工程與管理系,N 修,B 四技,79,0,26,06 臺中市,2 技職
112,1018,朝陽科技大學,07311028,建築系建築及都市設計碩士班,D 日,M 碩士,27,0,10,06 臺中市,2 技職
112,1018,朝陽科技大學,07311028,建築系,D 日,B 四技,462,13,100,06 臺中市,2 技職
112,1018,朝陽科技大學,07312031,景觀及都市設計系碩士班,D 日,M 碩士,26,0,1,06 臺中市,2 技職
112,1018,朝陽科技大學,07312031,景觀及都市設計系,D 日,B 四技,343,12,71,06 臺中市,2 技職
112,1018,朝陽科技大學,07312042,景觀系,D 日,B 四技,2,0,0,06 臺中市,2 技職
112,1018,朝陽科技大學,07312043,景觀造園與維護系,D 日,B 四技,8,0,0,06 臺中市,2 技職
112,1018,朝陽科技大學,07321025,營建工程系博士班,D 日,D 博士,7,0,0,06 臺中市,2 技職
112,1018,朝陽科技大學,07321025,營建工程系碩士班,D 日,M 碩士,39,0,13,06 臺中市,2 技職
112,1018,朝陽科技大學,07321025,營建工程系,N 職,M 碩士,5,0,1,06 臺中市,2 技職
112,1018,朝陽科技大學,07321025,營建工程系,D 日,B 四技,452,17,98,06 臺中市,2 技職
112,1018,朝陽科技大學,09211014,銀髮產業管理系碩士班,D 日,M 碩士,26,0,5,06 臺中市,2 技職
112,1018,朝陽科技大學,09211014,銀髮產業管理系,D 日,B 四技,331,11,82,06 臺中市,2 技職
112,1018,朝陽科技大學,09221035,幼兒保育系碩士班,D 日,M 碩士,48,0,6,06 臺中市,2 技職
112,1018,朝陽科技大學,09221035,幼兒保育系碩士在職專班,N 職,M 碩士,67,0,7,06 臺中市,2 技職
112,1018,朝陽科技大學,09221035,幼兒保育系,D 日,B 四技,457,16,110,06 臺中市,2 技職
112,1018,朝陽科技大學,09221035,幼兒保育系,N 修,B 四技,131,0,35,06 臺中市,2 技職
112,1018,朝陽科技大學,09231034,社會工作系碩士班,D 日,M 碩士,14,0,8,06 臺中市,2 技職
112,1018,朝陽科技大學,09231034,社會工作系碩士在職專班,N 職,M 碩士,21,0,3,06 臺中市,2 技職
112,1018,朝陽科技大學,09231034,社會工作系,D 日,B 四技,367,10,95,06 臺中市,2 技職
112,1018,朝陽科技大學,09231034,社會工作系,N 修,B 四技,11,0,20,06 臺中市,2 技職
112,1018,朝陽科技大學,10152036,休閒事業管理系碩士班,D 日,M 碩士,29,0,6,06 臺中市,2 技職
112,1018,朝陽科技大學,10152036,休閒事業管理系碩士在職專班,N 職,M 碩士,36,0,13,06 臺中市,2 技職
112,1018,朝陽科技大學,10152036,休閒事業管理系,D 日,B 四技,506,17,113,06 臺中市,2 技職
112,1018,朝陽科技大學,10152036,休閒事業管理系,N 修,B 四技,305,1,102,06 臺中市,2 技職
112,1018,朝陽科技大學,10152036,休閒事業管理系_香港二技專班,D 日,C 二技,1,0,1,06 臺中市,2 技職
112,1018,朝陽科技大學,10413040,飛行與民航人員技術系,D 日,B 四技,203,7,0,06 臺中市,2 技職
112,1018,朝陽科技大學,10413041,航空運務系,D 日,B 四技,54,5,0,06 臺中市,2 技職
112,1018,朝陽科技大學,99999Z01,通識及共同科目,D 日,,0,15,0,06 臺中市,2 技職
112,1018,朝陽科技大學,99999Z03,軍訓教官,D 日,,0,5,0,06 臺中市,2 技職
112,1018,朝陽科技大學,99999Z03,軍訓教官,N 修,,0,1,0,06 臺中市,2 技職
112,1018,朝陽科技大學,99999Z05,師資培育中心,D 日,,0,7,0,06 臺中市,2 技職
112,1018,朝陽科技大學,99999Z08,語言中心,D 日,,0,15,0,06 臺中市,2 技職
112,1019,高雄醫學大學,03131002,心理學系,D 日,M 碩士,81,0,27,50 高雄市,1 一般
112,1019,高雄醫學大學,03131002,心理學系,D 日,B 學士,223,14,52,50 高雄市,1 一般
112,1019,高雄醫學大學,03141001,性別研究所,D 日,M 碩士,32,5,10,50 高雄市,1 一般
112,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,D 日,M 碩士,23,0,12,50 高雄市,1 一般
112,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,N 職,M 碩士,58,0,30,50 高雄市,1 一般
112,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,D 日,B 學士,218,10,50,50 高雄市,1 一般
112,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,D 日,M 碩士,9,0,5,50 高雄市,1 一般
112,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,D 日,B 學士,176,14,32,50 高雄市,1 一般
112,1019,高雄醫學大學,05121005,生物科技學系,D 日,M 碩士,16,0,1,50 高雄市,1 一般
112,1019,高雄醫學大學,05121005,生物科技學系,D 日,B 學士,158,8,38,50 高雄市,1 一般
112,1019,高雄醫學大學,05121050,生命科學博士學位學程,D 日,D 博士,18,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,05121051,生命科學院學士班,D 日,B 學士,26,0,0,50 高雄市,1 一般
112,1019,高雄醫學大學,05199052,生命科學院醫藥化學暨生物科技碩士班,D 日,M 碩士,3,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,D 博士,24,0,5,50 高雄市,1 一般
112,1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,M 碩士,24,0,8,50 高雄市,1 一般
112,1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,B 學士,344,20,78,50 高雄市,1 一般
112,1019,高雄醫學大學,06132053,人工智慧健康產業應用碩士學位學程,D 日,M 碩士,6,2,3,50 高雄市,1 一般
112,1019,高雄醫學大學,07193041,生物醫學工程博士學位學程,D 日,D 博士,13,2,0,50 高雄市,1 一般
112,1019,高雄醫學大學,09111044,牙醫學系,D 日,D 博士,15,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09111044,牙醫學系,D 日,M 碩士,19,0,6,50 高雄市,1 一般
112,1019,高雄醫學大學,09111044,牙醫學系,N 職,M 碩士,9,0,0,50 高雄市,1 一般
112,1019,高雄醫學大學,09111044,牙醫學系,D 日,B 學士,537,22,86,50 高雄市,1 一般
112,1019,高雄醫學大學,09111046,口腔衛生學系,D 日,M 碩士,8,0,4,50 高雄市,1 一般
112,1019,高雄醫學大學,09111046,口腔衛生學系,N 職,M 碩士,26,0,1,50 高雄市,1 一般
112,1019,高雄醫學大學,09111046,口腔衛生學系,D 日,B 學士,132,9,27,50 高雄市,1 一般
112,1019,高雄醫學大學,09121011,醫學研究所,D 日,D 博士,65,0,14,50 高雄市,1 一般
112,1019,高雄醫學大學,09121011,醫學研究所,D 日,M 碩士,72,0,40,50 高雄市,1 一般
112,1019,高雄醫學大學,09121011,醫學系,D 日,B 學士,1099,218,207,50 高雄市,1 一般
112,1019,高雄醫學大學,09121018,臨床醫學研究所,D 日,D 博士,40,0,6,50 高雄市,1 一般
112,1019,高雄醫學大學,09121018,臨床醫學研究所,D 日,M 碩士,36,10,10,50 高雄市,1 一般
112,1019,高雄醫學大學,09121019,熱帶醫學碩士學位學程,D 日,M 碩士,12,2,8,50 高雄市,1 一般
112,1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,D 日,,0,2,0,50 高雄市,1 一般
112,1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,D 日,D 博士,1,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09131032,護理學系,D 日,D 博士,44,0,10,50 高雄市,1 一般
112,1019,高雄醫學大學,09131032,護理學系,D 日,M 碩士,86,0,20,50 高雄市,1 一般
112,1019,高雄醫學大學,09131032,護理學系,D 日,B 學士,275,31,62,50 高雄市,1 一般
112,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,D 博士,9,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,M 碩士,18,0,11,50 高雄市,1 一般
112,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,B 學士,153,12,32,50 高雄市,1 一般
112,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,D 日,M 碩士,12,0,3,50 高雄市,1 一般
112,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,N 職,M 碩士,24,0,4,50 高雄市,1 一般
